journal_title,issn,e_issn,twitter,ahci,ssci,scie,has_twitter,wos_scie,wos_ssci,wos_ahci,publisher_name,account_created_date
science and public policy,0302-3427,1471-5430,NA,0,1,0,0,NA,Environmental Studies | Management | Public Administration,NA,OXFORD UNIV PRESS,NA
science and technology for the built environment,2374-4731,2374-474X,EditorStbe,0,0,1,1,"Thermodynamics | Construction & Building Technology | Engineering, Mechanical",NA,NA,TAYLOR & FRANCIS INC,8/23/2018
science and technology of advanced materials,1468-6996,1878-5514,NA,0,0,1,0,"Materials Science, Multidisciplinary",NA,NA,TAYLOR & FRANCIS LTD,NA
science and technology of energetic materials,1347-9466,NA,NA,0,0,1,0,"Chemistry, Applied | Chemistry, Physical | Engineering, Chemical | Materials Science, Multidisciplinary",NA,NA,JAPAN EXPLOSIVES SOC,NA
science and technology of nuclear installations,1687-6075,1687-6083,NA,0,0,1,0,Nuclear Science & Technology,NA,NA,HINDAWI LTD,NA
science and technology of welding and joining,1362-1718,1743-2936,NA,0,0,1,0,"Materials Science, Multidisciplinary | Metallurgy & Metallurgical Engineering",NA,NA,TAYLOR & FRANCIS LTD,NA
science and technology studies,2243-4690,2243-4690,STS_Journal,0,1,0,1,NA,History & Philosophy Of Science,NA,FINNISH SOC SCIENCE & TECHNOLOGY STUDIES,12/5/2017
science as culture,0950-5431,1470-1189,SciAsCulture,1,1,0,1,NA,Cultural Studies | History & Philosophy Of Science,History & Philosophy Of Science | Cultural Studies,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",9/8/2017
science as culture,0950-5431,1470-1189,SciAsCulture,1,1,0,1,NA,Cultural Studies | History & Philosophy Of Science,History & Philosophy Of Science | Cultural Studies,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",9/8/2017
science bulletin,2095-9273,2095-9281,BulletinScience,0,0,1,1,Multidisciplinary Sciences,NA,NA,ELSEVIER,7/3/2015
science china-chemistry,1674-7291,1869-1870,NA,0,0,1,0,"Chemistry, Multidisciplinary",NA,NA,SCIENCE PRESS,NA
science china-earth sciences,1674-7313,1869-1897,NA,0,0,1,0,"Geosciences, Multidisciplinary",NA,NA,SCIENCE PRESS,NA
science china-information sciences,1674-733X,1869-1919,NA,0,0,1,0,"Computer Science, Information Systems | Engineering, Electrical & Electronic",NA,NA,SCIENCE PRESS,NA
science china-life sciences,1674-7305,1869-1889,NA,0,0,1,0,Biology,NA,NA,SCIENCE PRESS,NA
science china-materials,2095-8226,2199-4501,SciChinaMater,0,0,1,1,"Materials Science, Multidisciplinary",NA,NA,SCIENCE PRESS,7/20/2018
science china-mathematics,1674-7283,1869-1862,NA,0,0,1,0,"Mathematics, Applied | Mathematics",NA,NA,SCIENCE PRESS,NA
science china-physics mechanics & astronomy,1674-7348,1869-1927,NA,0,0,1,0,"Physics, Multidisciplinary",NA,NA,SCIENCE PRESS,NA
science china-technological sciences,1674-7321,1869-1900,NA,0,0,1,0,"Engineering, Multidisciplinary | Materials Science, Multidisciplinary",NA,NA,SCIENCE PRESS,NA
science communication,1075-5470,1552-8545,NA,0,1,0,0,NA,Communication,NA,SAGE PUBLICATIONS INC,NA
science education,0036-8326,1098-237X,NA,0,1,0,0,NA,Education & Educational Research,NA,WILEY,NA
science immunology,2470-9468,2470-9468,SciImmunology,0,0,1,1,Immunology,NA,NA,AMER ASSOC ADVANCEMENT SCIENCE,10/20/2015
science in context,0269-8897,1474-0664,NA,1,1,1,0,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,CAMBRIDGE UNIV PRESS,NA
science in context,0269-8897,1474-0664,NA,1,1,1,0,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,CAMBRIDGE UNIV PRESS,NA
science in context,0269-8897,1474-0664,NA,1,1,1,0,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,CAMBRIDGE UNIV PRESS,NA
science of advanced materials,1947-2935,1947-2943,NA,0,0,1,0,"Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Physics, Applied",NA,NA,AMER SCIENTIFIC PUBLISHERS,NA
science of computer programming,0167-6423,1872-7964,NA,0,0,1,0,"Computer Science, Software Engineering",NA,NA,ELSEVIER,NA
science of diabetes self-management and care,2635-0106,2635-0114,NA,0,1,1,0,Endocrinology & Metabolism,"Public, Environmental & Occupational Health",NA,SAGE PUBLICATIONS INC,NA
science of diabetes self-management and care,2635-0106,2635-0114,NA,0,1,1,0,Endocrinology & Metabolism,"Public, Environmental & Occupational Health",NA,SAGE PUBLICATIONS INC,NA
science of nature,0028-1042,1432-1904,SoN_NAWI,0,0,1,1,Multidisciplinary Sciences,NA,NA,SPRINGER HEIDELBERG,7/12/2020
science of sintering,0350-820X,1820-7413,NA,0,0,1,0,"Materials Science, Ceramics | Metallurgy & Metallurgical Engineering",NA,NA,INT INST SCIENCE SINTERING (I I S S),NA
science of the total environment,0048-9697,1879-1026,STOTEN_journal,0,0,1,1,Environmental Sciences,NA,NA,ELSEVIER,5/18/2018
science progress,0036-8504,2047-7163,SciProgress,0,0,1,1,Multidisciplinary Sciences,NA,NA,SAGE PUBLICATIONS LTD,2/11/2013
science robotics,2470-9476,2470-9476,SciRobotics,0,0,1,1,Robotics,NA,NA,AMER ASSOC ADVANCEMENT SCIENCE,10/20/2015
science signaling,1945-0877,1937-9145,scisignal,0,0,1,1,Biochemistry & Molecular Biology | Cell Biology,NA,NA,AMER ASSOC ADVANCEMENT SCIENCE,4/27/2010
science technology & human values,0162-2439,1552-8251,STHV_journal,0,1,0,1,NA,Social Issues,NA,SAGE PUBLICATIONS INC,11/30/2021
science technology and society,0971-7218,0973-0796,NA,0,1,0,0,NA,Management,NA,SAGE PUBLICATIONS INDIA  PVT LTD,NA
science translational medicine,1946-6234,1946-6242,ScienceTM,0,0,1,1,"Cell Biology | Medicine, Research & Experimental",NA,NA,AMER ASSOC ADVANCEMENT SCIENCE,2/7/2011
scienceasia,1513-1874,NA,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,SCIENCE SOCIETY THAILAND,NA
sciences sociales et sante,0294-0337,1777-5914,NA,0,1,0,0,NA,"Health Policy & Services | Social Sciences, Interdisciplinary",NA,JOHN LIBBEY EUROTEXT LTD,NA
scientia agricola,1678-992X,1678-992X,NA,0,0,1,0,"Agriculture, Multidisciplinary",NA,NA,UNIV SAO PAOLO,NA
scientia forestalis,1413-9324,1413-9324,NA,0,0,1,0,Forestry,NA,NA,IPEF-INST PESQUISAS ESTUDOS FLORESTAIS,NA
scientia horticulturae,0304-4238,1879-1018,NA,0,0,1,0,Horticulture,NA,NA,ELSEVIER,NA
scientia iranica,1026-3098,2345-3605,NA,0,0,1,0,"Engineering, Multidisciplinary",NA,NA,SHARIF UNIV TECHNOLOGY,NA
scientia marina,0214-8358,1886-8134,ScientiaMarina,0,0,1,1,Marine & Freshwater Biology,NA,NA,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,2/26/2016
scientific american,0036-8733,1946-7087,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,SPRINGER,NA
scientific data,2052-4463,2052-4463,ScientificData,0,0,1,1,Multidisciplinary Sciences,NA,NA,NATURE PORTFOLIO,3/27/2013
scientific programming,1058-9244,1875-919X,NA,0,0,1,0,"Computer Science, Software Engineering",NA,NA,HINDAWI LTD,NA
scientific reports,2045-2322,2045-2322,SciReports,0,0,1,1,Multidisciplinary Sciences,NA,NA,NATURE PORTFOLIO,3/4/2011
scientific studies of reading,1088-8438,1532-799X,SSRJournal,0,1,0,1,NA,"Education & Educational Research | Psychology, Educational",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2/25/2021
scientist,0890-3670,1547-0806,NA,0,1,1,0,Multidisciplinary Sciences,Information Science & Library Science,NA,LABX MEDIA GROUP,NA
scientist,0890-3670,1547-0806,NA,0,1,1,0,Multidisciplinary Sciences,Information Science & Library Science,NA,LABX MEDIA GROUP,NA
scientometrics,0138-9130,1588-2861,NA,0,1,1,0,"Computer Science, Interdisciplinary Applications",Information Science & Library Science,NA,SPRINGER,NA
scientometrics,0138-9130,1588-2861,NA,0,1,1,0,"Computer Science, Interdisciplinary Applications",Information Science & Library Science,NA,SPRINGER,NA
scipost physics,2542-4653,2542-4653,SciPost_Physics,0,0,1,1,"Physics, Multidisciplinary",NA,NA,SCIPOST FOUNDATION,4/23/2018
scottish geographical journal,1470-2541,1751-665X,NA,0,1,0,0,NA,Geography,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
scottish historical review,0036-9241,1750-0222,scothistreview,1,1,0,1,NA,History,History,EDINBURGH UNIV PRESS,6/20/2017
scottish historical review,0036-9241,1750-0222,scothistreview,1,1,0,1,NA,History,History,EDINBURGH UNIV PRESS,6/20/2017
scottish journal of geology,0036-9276,2041-4951,NA,0,0,1,0,Geology,NA,NA,GEOLOGICAL SOC PUBL HOUSE,NA
scottish journal of political economy,0036-9292,1467-9485,sjpeatses,0,1,0,1,NA,Economics | Political Science,NA,WILEY,4/25/2016
scottish journal of theology,0036-9306,1475-3065,SJTheology_,1,0,0,1,NA,NA,Religion,CAMBRIDGE UNIV PRESS,12/5/2013
scottish literary review,1756-5634,2050-6678,NA,1,0,0,0,NA,NA,"Literature, British Isles",ASSOC SCOTTISH LIT STUD,NA
scottish medical journal,0036-9330,2045-6441,NA,0,0,1,0,"Medicine, General & Internal",NA,NA,SAGE PUBLICATIONS LTD,NA
screen,0036-9543,1460-2474,Screen_Journal,1,0,0,1,NA,NA,"Film, Radio, Television",OXFORD UNIV PRESS,1/29/2015
scriblerian and the kit-cats,0036-9640,2165-0624,NA,1,0,0,0,NA,NA,"Literature, British Isles",NEW YORK UNIV,NA
scripta materialia,1359-6462,1872-8456,NA,0,0,1,0,"Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Metallurgy & Metallurgical Engineering",NA,NA,PERGAMON-ELSEVIER SCIENCE LTD,NA
scripta nova-revista electronica de geografia y ciencias sociales,1138-9788,1138-9788,GeocriticaN,0,1,0,1,NA,Geography,NA,"UNIV BARCELONA, DEPT GEOGRAFIA HUMANA",5/10/2021
scriptorium,0036-9772,2526-8848,NA,1,0,0,0,NA,NA,Literature | Medieval & Renaissance Studies,CULTURA,NA
sculpture journal,1366-2724,1756-9923,SculptureJnl,1,0,0,1,NA,NA,Art,LIVERPOOL UNIV PRESS,10/29/2020
sculpture review,0747-5284,2632-3494,NA,1,0,0,0,NA,NA,Art,SAGE PUBLICATIONS INC,NA
sea technology,0093-3651,NA,NA,0,0,1,0,"Engineering, Ocean",NA,NA,"COMPASS PUBLICATIONS, INC",NA
second language research,0267-6583,1477-0326,NA,0,1,0,0,NA,Education & Educational Research | Linguistics,NA,SAGE PUBLICATIONS LTD,NA
securities regulation law journal,0097-9554,NA,NA,0,1,0,0,NA,Law,NA,WEST GROUP,NA
security and communication networks,1939-0114,1939-0122,NA,0,0,1,0,"Computer Science, Information Systems | Telecommunications",NA,NA,WILEY-HINDAWI,NA
security dialogue,0967-0106,1460-3640,secdialogue,0,1,0,1,NA,International Relations,NA,SAGE PUBLICATIONS LTD,12/2/2011
security journal,0955-1662,1743-4645,NA,0,1,0,0,NA,Criminology & Penology,NA,PALGRAVE MACMILLAN LTD,NA
security studies,0963-6412,1556-1852,secstudies_jrnl,0,1,0,1,NA,International Relations,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4/14/2016
sederi-yearbook of the spanish and portuguese society for english renaissance studies,1135-7789,1135-7789,SederiYearbook,1,0,0,1,NA,NA,"Medieval & Renaissance Studies | Literature, British Isles",SEDERI,11/28/2015
sedimentary geology,0037-0738,1879-0968,NA,0,0,1,0,Geology,NA,NA,ELSEVIER,NA
sedimentology,0037-0746,1365-3091,JSedimentology,0,0,1,1,Geology,NA,NA,WILEY,10/7/2019
seed science and technology,0251-0952,1819-5717,NA,0,0,1,0,Agronomy | Plant Sciences | Horticulture,NA,NA,ISTA-INT SEED TESTING ASSOC,NA
seed science research,0960-2585,1475-2735,SeedSciRes,0,0,1,1,Plant Sciences,NA,NA,CAMBRIDGE UNIV PRESS,11/26/2021
sefarad,0037-0894,1988-320X,NA,1,0,0,0,NA,NA,Religion,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,NA
seismological research letters,0895-0695,1938-2057,NA,0,0,1,0,Geochemistry & Geophysics,NA,NA,SEISMOLOGICAL SOC AMER,NA
seizieme siecle,1774-4466,NA,NA,1,0,0,0,NA,NA,Medieval & Renaissance Studies,LIBRAIRIE DROZ SA,NA
seizure-european journal of epilepsy,1059-1311,1532-2688,SeizureJournal,0,0,1,1,Clinical Neurology | Neurosciences,NA,NA,W B SAUNDERS CO LTD,3/8/2013
selecta mathematica-new series,1022-1824,1420-9020,NA,0,0,1,0,"Mathematics, Applied | Mathematics",NA,NA,SPRINGER INT PUBL AG,NA
self and identity,1529-8868,1529-8876,NA,0,1,0,0,NA,"Psychology, Social",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
semantic web,1570-0844,2210-4968,SW_Journal,0,0,1,1,"Computer Science, Artificial Intelligence | Computer Science, Information Systems | Computer Science, Theory & Methods",NA,NA,IOS PRESS,5/19/2010
semiconductor science and technology,0268-1242,1361-6641,NA,0,0,1,0,"Engineering, Electrical & Electronic | Materials Science, Multidisciplinary | Physics, Condensed Matter",NA,NA,IOP PUBLISHING LTD,NA
semiconductors,1063-7826,1090-6479,NA,0,0,1,0,"Physics, Condensed Matter",NA,NA,PLEIADES PUBLISHING INC,NA
semiconductors and semimetals,0080-8784,NA,NA,0,0,1,0,"Engineering, Electrical & Electronic | Physics, Condensed Matter",NA,NA,ELSEVIER ACADEMIC PRESS INC,NA
semigroup forum,0037-1912,1432-2137,NA,0,0,1,0,Mathematics,NA,NA,SPRINGER,NA
semina-ciencias agrarias,1676-546X,1679-0359,SeminaAgrarias,0,0,1,1,"Agriculture, Multidisciplinary",NA,NA,UNIV ESTADUAL LONDRINA,4/18/2019
seminar-a journal of germanic studies,0037-1939,1911-026X,NA,1,0,0,0,NA,NA,"Literature, German, Dutch, Scandinavian",UNIV TORONTO PRESS INC,NA
seminars in arthritis and rheumatism,0049-0172,1532-866X,seminarthrheum,0,0,1,1,Rheumatology,NA,NA,W B SAUNDERS CO-ELSEVIER INC,1/30/2020
seminars in cancer biology,1044-579X,1096-3650,NA,0,0,1,0,Oncology,NA,NA,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,NA
seminars in cell & developmental biology,1084-9521,1096-3634,NA,0,0,1,0,Cell Biology | Developmental Biology,NA,NA,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,NA
seminars in diagnostic pathology,0740-2570,1930-1111,NA,0,0,1,0,Medical Laboratory Technology | Pathology,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in dialysis,0894-0959,1525-139X,SemInDial,0,0,1,1,Urology & Nephrology,NA,NA,WILEY,7/5/2017
seminars in fetal & neonatal medicine,1744-165X,1878-0946,NA,0,0,1,0,Pediatrics,NA,NA,ELSEVIER SCI LTD,NA
seminars in hematology,0037-1963,1532-8686,NA,0,0,1,0,Hematology,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in immunology,1044-5323,1096-3618,Official_SSIM,0,0,1,1,Immunology,NA,NA,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,10/1/2021
seminars in immunopathology,1863-2297,1863-2300,NA,0,0,1,0,Immunology | Pathology,NA,NA,SPRINGER HEIDELBERG,NA
seminars in interventional radiology,0739-9529,1098-8963,SemInterventRad,0,0,1,1,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,THIEME MEDICAL PUBL INC,8/20/2021
seminars in liver disease,0272-8087,1098-8971,SeminLiverDis,0,0,1,1,Gastroenterology & Hepatology,NA,NA,THIEME MEDICAL PUBL INC,8/13/2019
seminars in musculoskeletal radiology,1089-7860,1098-898X,SMR_SeminarsMSK,0,0,1,1,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,THIEME MEDICAL PUBL INC,7/25/2018
seminars in nephrology,0270-9295,1558-4488,NA,0,0,1,0,Urology & Nephrology,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in neurology,0271-8235,1098-9021,NA,0,0,1,0,Clinical Neurology,NA,NA,THIEME MEDICAL PUBL INC,NA
seminars in nuclear medicine,0001-2998,1558-4623,NA,0,0,1,0,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in oncology,0093-7754,1532-8708,NA,0,0,1,0,Oncology,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in oncology nursing,0749-2081,1878-3449,SemOncNurs,0,1,1,1,Oncology | Nursing,Nursing,NA,ELSEVIER SCIENCE INC,1/6/2021
seminars in oncology nursing,0749-2081,1878-3449,SemOncNurs,0,1,1,1,Oncology | Nursing,Nursing,NA,ELSEVIER SCIENCE INC,1/6/2021
seminars in ophthalmology,0882-0538,1744-5205,NA,0,0,1,0,Ophthalmology,NA,NA,TAYLOR & FRANCIS INC,NA
seminars in orthodontics,1073-8746,1558-4631,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine",NA,NA,ELSEVIER INC,NA
seminars in pediatric neurology,1071-9091,1558-0776,NA,0,0,1,0,Clinical Neurology | Pediatrics,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in pediatric surgery,1055-8586,1532-9453,NA,0,0,1,0,Pediatrics | Surgery,NA,NA,ELSEVIER SCIENCE INC,NA
seminars in perinatology,0146-0005,1558-075X,NA,0,0,1,0,Obstetrics & Gynecology | Pediatrics,NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in plastic surgery,1535-2188,1536-0067,NA,0,0,1,0,Surgery,NA,NA,THIEME MEDICAL PUBL INC,NA
seminars in radiation oncology,1053-4296,1532-9461,NA,0,0,1,0,"Oncology | Radiology, Nuclear Medicine & Medical Imaging",NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in reproductive medicine,1526-8004,1526-4564,NA,0,0,1,0,Obstetrics & Gynecology | Reproductive Biology,NA,NA,THIEME MEDICAL PUBL INC,NA
seminars in respiratory and critical care medicine,1069-3424,1098-9048,NA,0,0,1,0,Critical Care Medicine | Respiratory System,NA,NA,THIEME MEDICAL PUBL INC,NA
seminars in roentgenology,0037-198X,1558-4658,SeminarRoentgen,0,0,1,1,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,W B SAUNDERS CO-ELSEVIER INC,9/29/2021
seminars in speech and language,0734-0478,1098-9056,NA,0,0,1,0,Audiology & Speech-Language Pathology | Rehabilitation,NA,NA,THIEME MEDICAL PUBL INC,NA
seminars in thoracic and cardiovascular surgery,1043-0679,1532-9488,NA,0,0,1,0,Cardiac & Cardiovascular System,NA,NA,ELSEVIER INC,NA
seminars in thrombosis and hemostasis,0094-6176,1098-9064,SemThrombHemost,0,0,1,1,Hematology | Peripheral Vascular Diseases,NA,NA,THIEME MEDICAL PUBL INC,9/11/2020
seminars in ultrasound ct and mri,0887-2171,1558-5034,NA,0,0,1,0,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,W B SAUNDERS CO-ELSEVIER INC,NA
seminars in vascular surgery,0895-7967,1558-4518,SeminarVascSurg,0,0,1,1,Surgery | Peripheral Vascular Diseases,NA,NA,W B SAUNDERS CO-ELSEVIER INC,12/29/2021
semiotica,0037-1998,1613-3692,NA,1,1,0,0,NA,"Social Sciences, Interdisciplinary","Humanities, Multidisciplinary",WALTER DE GRUYTER GMBH,NA
semiotica,0037-1998,1613-3692,NA,1,1,0,0,NA,"Social Sciences, Interdisciplinary","Humanities, Multidisciplinary",WALTER DE GRUYTER GMBH,NA
sen-i gakkaishi,0037-9875,1884-2259,NA,0,0,1,0,"Materials Science, Textiles | Polymer Science",NA,NA,SOC FIBER SCIENCE TECHNOLOGY,NA
senses & society,1745-8927,1745-8935,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
sensor review,0260-2288,1758-6828,NA,0,0,1,0,Instruments & Instrumentation,NA,NA,EMERALD GROUP PUBLISHING LTD,NA
sensors,1424-8220,1424-8220,Sensors_MDPI,0,0,1,1,"Chemistry, Analytical | Engineering, Electrical & Electronic | Instruments & Instrumentation",NA,NA,MDPI,9/16/2015
sensors and actuators a-physical,0924-4247,1873-3069,NA,0,0,1,0,"Engineering, Electrical & Electronic | Instruments & Instrumentation",NA,NA,ELSEVIER SCIENCE SA,NA
sensors and actuators b-chemical,0925-4005,0925-4005,NA,0,0,1,0,"Chemistry, Analytical | Electrochemistry | Instruments & Instrumentation",NA,NA,ELSEVIER SCIENCE SA,NA
sensors and materials,0914-4935,0914-4935,Journal_SandM,0,0,1,1,"Instruments & Instrumentation | Materials Science, Multidisciplinary",NA,NA,"MYU, SCIENTIFIC PUBLISHING DIVISION",8/2/2011
separation and purification reviews,1542-2119,1542-2127,NA,0,0,1,0,"Chemistry, Applied | Chemistry, Analytical | Engineering, Chemical",NA,NA,TAYLOR & FRANCIS INC,NA
separation and purification technology,1383-5866,1873-3794,SepPurifTech,0,0,1,1,"Engineering, Chemical",NA,NA,ELSEVIER,7/31/2021
separation science and technology,0149-6395,1520-5754,NA,0,0,1,0,"Chemistry, Multidisciplinary | Engineering, Chemical",NA,NA,TAYLOR & FRANCIS INC,NA
separations,2297-8739,2297-8739,Sep_MDPI,0,0,1,1,"Chemistry, Analytical",NA,NA,MDPI,11/8/2017
sequential analysis-design methods and applications,0747-4946,1532-4176,NA,0,0,1,0,Statistics & Probability,NA,NA,TAYLOR & FRANCIS INC,NA
serbian astronomical journal,1450-698X,1820-9289,NA,0,0,1,0,Astronomy & Astrophysics,NA,NA,ASTRONOMICAL OBSERVATORY BELGRADE,NA
serials review,0098-7913,1879-095X,NA,0,1,0,0,NA,Information Science & Library Science,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
series-journal of the spanish economic association,1869-4187,1869-4195,NA,0,1,0,0,NA,Economics,NA,SPRINGER HEIDELBERG,NA
service business,1862-8516,1862-8508,NA,0,1,0,0,NA,Business | Management,NA,SPRINGER HEIDELBERG,NA
service industries journal,0264-2069,1743-9507,SIJ_tweets,0,1,0,1,NA,Management,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",9/4/2017
service science,2164-3962,2164-3970,NA,0,1,0,0,NA,Business | Management,NA,INFORMS,NA
set-valued and variational analysis,1877-0533,1877-0541,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SPRINGER,NA
seventeenth century,0268-117X,2050-4616,NA,1,0,0,0,NA,NA,Medieval & Renaissance Studies,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
sewanee review,0037-3052,1934-421X,sewaneereview,1,0,0,1,NA,NA,Literary Reviews,JOHNS HOPKINS UNIV PRESS,2/6/2016
sex education-sexuality society and learning,1468-1811,1472-0825,NA,0,1,0,0,NA,"Education & Educational Research | Public, Environmental & Occupational Health",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
sex roles,0360-0025,1573-2762,SexRoles,0,1,0,1,NA,"Psychology, Development | Psychology, Social | Women'S Studies",NA,SPRINGER/PLENUM PUBLISHERS,9/23/2013
sexual & reproductive healthcare,1877-5756,1877-5764,NA,0,1,0,0,NA,"Public, Environmental & Occupational Health",NA,ELSEVIER IRELAND LTD,NA
sexual abuse-a journal of research and treatment,1079-0632,1573-286X,Sexual_Abuse_J,0,1,0,1,NA,"Psychology, Clinical | Criminology & Penology",NA,SAGE PUBLICATIONS INC,7/2/2010
sexual and relationship therapy,1468-1994,1468-1749,NA,0,1,0,0,NA,"Psychology, Clinical",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
sexual and reproductive health matters,NA,2641-0397,SRHMJournal,0,1,0,1,NA,"Public, Environmental & Occupational Health",NA,TAYLOR & FRANCIS LTD,11/30/2010
sexual development,1661-5425,1661-5433,NA,0,0,1,0,Developmental Biology,NA,NA,KARGER,NA
sexual health,1448-5028,1449-8987,NA,0,1,1,0,"Public, Environmental & Occupational Health | Infectious Diseases","Public, Environmental & Occupational Health",NA,CSIRO PUBLISHING,NA
sexual health,1448-5028,1449-8987,NA,0,1,1,0,"Public, Environmental & Occupational Health | Infectious Diseases","Public, Environmental & Occupational Health",NA,CSIRO PUBLISHING,NA
sexual medicine,2050-1161,2050-1161,NA,0,0,1,0,"Medicine, General & Internal | Urology & Nephrology",NA,NA,ELSEVIER SCI LTD,NA
sexual medicine reviews,2050-0513,2050-0521,NA,0,0,1,0,Urology & Nephrology,NA,NA,ELSEVIER,NA
sexualities,1363-4607,1461-7382,sexualities1,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS INC,8/11/2015
sexuality and disability,0146-1044,1573-6717,NA,0,1,0,0,NA,Rehabilitation,NA,SPRINGER,NA
sexuality research and social policy,1868-9884,1553-6610,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary",NA,SPRINGER,NA
sexually transmitted diseases,0148-5717,1537-4521,STD_Journal,0,0,1,1,Infectious Diseases,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,6/20/2011
sexually transmitted infections,1368-4973,1472-3263,STI_BMJ,0,0,1,1,Infectious Diseases,NA,NA,BMJ PUBLISHING GROUP,4/16/2010
shakespeare,1745-0918,1745-0926,NA,1,0,0,0,NA,NA,"Theater | Literature, British Isles","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
shakespeare quarterly,0037-3222,1538-3555,NA,1,0,0,0,NA,NA,"Literature, British Isles | Theater",OXFORD UNIV PRESS INC,NA
shakespeare survey,0080-9152,NA,NA,1,0,0,0,NA,NA,"Literature, British Isles | Theater",CAMBRIDGE UNIV PRESS,NA
shaw-the journal of bernard shaw studies,0741-5842,1529-1480,NA,1,0,0,0,NA,NA,"Theater | Literature, British Isles",PENN STATE UNIV PRESS,NA
shenandoah,0037-3583,NA,NA,1,0,0,0,NA,NA,Literary Reviews,WASHINGTON LEE UNIV,NA
shilap-revista de lepidopterologia,0300-5267,2340-4078,NA,0,0,1,0,Entomology,NA,NA,SOC HISPANO-LUSO-AMER LEPIDOPTEROLOGIA-SHILAP,NA
ships and offshore structures,1744-5302,1754-212X,NA,0,0,1,0,"Engineering, Marine",NA,NA,TAYLOR & FRANCIS LTD,NA
shock,1073-2322,1540-0514,ShockJournal,0,0,1,1,Critical Care Medicine | Hematology | Surgery | Peripheral Vascular Diseases,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,6/10/2011
shock and vibration,1070-9622,1875-9203,NA,0,0,1,0,"Acoustics | Engineering, Mechanical | Mechanics",NA,NA,HINDAWI LTD,NA
shock waves,0938-1287,1432-2153,NA,0,0,1,0,Mechanics,NA,NA,SPRINGER,NA
shofar-an interdisciplinary journal of jewish studies,0882-8539,1534-5165,ShofarJournal,1,0,0,1,NA,NA,"Humanities, Multidisciplinary",PURDUE UNIV PRESS,5/2/2012
siam-asa journal on uncertainty quantification,2166-2525,2166-2525,NA,0,0,1,0,"Mathematics, Interdisciplinary Applications | Physics, Mathematical",NA,NA,SIAM PUBLICATIONS,NA
siam journal on applied algebra and geometry,2470-6566,2470-6566,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on applied dynamical systems,1536-0040,1536-0040,NA,0,0,1,0,"Mathematics, Applied | Physics, Mathematical",NA,NA,SIAM PUBLICATIONS,NA
siam journal on applied mathematics,0036-1399,1095-712X,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
